model,val_acc,val_loss,val_f1,vocab_min_freq,hidden_dim,lr,clip,freeze
rnn,0.7451949478308622,0.5318892886846815,0.7458926615553122,20,400,0.0001,0.25,False
rnn,0.728171334431631,0.5460578275211299,0.7368421052631579,20,400,0.0001,1.0,True
rnn,0.7413509060955519,0.5298705334391063,0.7410665200659703,20,400,0.0001,1.0,False
rnn,0.7413509060955519,0.5296759237829373,0.7575913535769428,20,400,0.0001,5.0,True
rnn,0.7550796265788029,0.4964707156971612,0.7635206786850477,20,400,0.0001,5.0,False
rnn,0.7188358045030203,0.5557903296537677,0.7259100642398287,20,400,5e-05,0.25,True
rnn,0.7254255903349808,0.54604898583817,0.7216035634743875,20,400,5e-05,0.25,False
rnn,0.7248764415156508,0.5503065519644492,0.7389265242313705,20,400,5e-05,1.0,True
rnn,0.727622185612301,0.5383308007781287,0.7313109425785482,20,400,5e-05,1.0,False
rnn,0.7254255903349808,0.5445459641512117,0.7365648050579557,20,400,5e-05,5.0,True
rnn,0.742998352553542,0.5205624872089283,0.7552301255230126,20,400,5e-05,5.0,False
rnn,0.6825919824272377,0.6067628846726268,0.7174975562072337,50,200,0.001,0.25,True
rnn,0.686436024162548,0.6204109316602766,0.69676048858205,50,200,0.001,0.25,False
rnn,0.6842394288852279,0.6219311924768895,0.7003647733194373,50,200,0.001,1.0,True
rnn,0.6798462383305875,0.6358625981455515,0.7074761665830407,50,200,0.001,1.0,False
rnn,0.6556836902800659,0.6201717683667995,0.6969550507491542,50,200,0.001,5.0,True
rnn,0.6875343218012081,0.5989508491044251,0.7071538857436953,50,200,0.001,5.0,False
rnn,0.6655683690280065,0.6086084467902543,0.6891271056661562,50,200,0.0001,0.25,True
rnn,0.6814936847885777,0.6012081278673179,0.6871628910463862,50,200,0.0001,0.25,False
rnn,0.6628226249313564,0.6082946693157508,0.6926926926926927,50,200,0.0001,1.0,True
rnn,0.6869851729818781,0.5980623017163934,0.7012578616352201,50,200,0.0001,1.0,False
rnn,0.6611751784733663,0.6093768153067541,0.6910365548322484,50,200,0.0001,5.0,True
rnn,0.6880834706205382,0.5922666470929857,0.703239289446186,50,200,0.0001,5.0,False
rnn,0.6309719934102141,0.6374303124423606,0.6903225806451613,50,200,5e-05,0.25,True
rnn,0.6688632619439868,0.6152095079814779,0.6925038245792963,50,200,5e-05,0.25,False
rnn,0.6370126304228446,0.6300283887110065,0.682058682058682,50,200,5e-05,1.0,True
rnn,0.6688632619439868,0.6106741043449038,0.6817941952506597,50,200,5e-05,1.0,False
rnn,0.6485447556287754,0.6265297205745356,0.6780684104627767,50,200,5e-05,5.0,True
rnn,0.671059857221307,0.6085274928484167,0.6855643044619423,50,200,5e-05,5.0,False
rnn,0.6727073036792971,0.6160623374252382,0.7106796116504854,50,300,0.001,0.25,True
rnn,0.6924766611751785,0.5985874165420281,0.7040169133192389,50,300,0.001,0.25,False
rnn,0.6057111477210324,0.6609218267213506,0.6706422018348623,50,300,0.001,1.0,True
rnn,0.656781987918726,0.6068251301533962,0.7069854664791374,50,300,0.001,1.0,False
rnn,0.5453047775947282,0.6888249770486047,0.39825581395348836,50,300,0.001,5.0,True
rnn,0.6847885777045579,0.5828168552567315,0.692390139335477,50,300,0.001,5.0,False
rnn,0.6721581548599671,0.6060718502859569,0.6905132192846034,50,300,0.0001,0.25,True
rnn,0.6820428336079077,0.6000140756450467,0.7007751937984497,50,300,0.0001,0.25,False
rnn,0.6699615595826469,0.6066887704374239,0.689405684754522,50,300,0.0001,1.0,True
rnn,0.685886875343218,0.5929223201812983,0.7020833333333333,50,300,0.0001,1.0,False
rnn,0.6754530477759473,0.6001813883050859,0.6874669487043892,50,300,0.0001,5.0,True
rnn,0.6831411312465678,0.5805178753364747,0.6838356164383562,50,300,0.0001,5.0,False
rnn,0.6501922020867655,0.6225696043415687,0.6382737081203862,50,300,5e-05,0.25,True
rnn,0.6628226249313564,0.6093363460769109,0.6581291759465479,50,300,5e-05,0.25,False
rnn,0.656781987918726,0.6186418959820814,0.6541228555617045,50,300,5e-05,1.0,True
rnn,0.6655683690280065,0.6042947228435368,0.6652006597031336,50,300,5e-05,1.0,False
rnn,0.6578802855573861,0.6142245954631909,0.6533110740122426,50,300,5e-05,5.0,True
rnn,0.6781987918725975,0.5965109878290753,0.6659064994298746,50,300,5e-05,5.0,False
rnn,0.5788028555738605,0.7015835102412283,0.37489812550937246,50,400,0.001,0.25,True
rnn,0.6897309170785283,0.6303882404449941,0.6709376820034945,50,400,0.001,0.25,False
rnn,0.599121361889072,0.6644185272499076,0.42338072669826227,50,400,0.001,1.0,True
rnn,0.627677100494234,0.6694594715925968,0.48868778280542985,50,400,0.001,1.0,False
rnn,0.5914332784184514,0.6663217363548698,0.4232558139534884,50,400,0.001,5.0,True
rnn,0.6897309170785283,0.5919473080566988,0.6845337800111669,50,400,0.001,5.0,False
rnn,0.6732564524986271,0.6256145377004625,0.6396123561477892,50,400,0.0001,0.25,True
rnn,0.6814936847885777,0.6350866084502071,0.6437346437346437,50,400,0.0001,0.25,False
rnn,0.6760021965952773,0.6223520537381118,0.6565774155995343,50,400,0.0001,1.0,True
rnn,0.686436024162548,0.625527559794416,0.6582884500299222,50,400,0.0001,1.0,False
rnn,0.6781987918725975,0.6060347327945129,0.6636050516647531,50,400,0.0001,5.0,True
rnn,0.6979681493684788,0.591139671175379,0.6947835738068813,50,400,0.0001,5.0,False
rnn,0.6194398682042833,0.7060042873376807,0.5046461758398856,50,400,5e-05,0.25,True
rnn,0.6463481603514553,0.6601031847801397,0.575197889182058,50,400,5e-05,0.25,False
rnn,0.6496430532674354,0.6662511077312111,0.5894465894465895,50,400,5e-05,1.0,True
rnn,0.6655683690280065,0.6444944880088563,0.6177024482109228,50,400,5e-05,1.0,False
rnn,0.6507413509060955,0.6400134594868593,0.6112469437652812,50,400,5e-05,5.0,True
rnn,0.6672158154859967,0.6278559399593799,0.6273062730627307,50,400,5e-05,5.0,False
baseline,0.757276221856123,0.4925884401844073,0.7887189292543021,1,200,0.001,0.25,True
baseline,0.7990115321252059,1.2573197755363208,0.8071654373024236,1,200,0.001,0.25,False
baseline,0.7440966501922021,0.5286062495319611,0.782851817334576,1,200,0.001,1.0,True
baseline,0.8061504667764964,0.9711645133936556,0.814308258811152,1,200,0.001,1.0,False
baseline,0.7342119714442614,0.5292412673032657,0.7769585253456222,1,200,0.001,5.0,True
baseline,0.7984623833058759,0.8866271614570136,0.7943977591036414,1,200,0.001,5.0,False
baseline,0.785282811641955,0.4405523954774573,0.7927927927927928,1,200,0.0001,0.25,True
baseline,0.8171334431630972,0.4066349668597075,0.8159203980099502,1,200,0.0001,0.25,False
baseline,0.7869302580999451,0.4436369224572692,0.797071129707113,1,200,0.0001,1.0,True
baseline,0.8215266337177375,0.3966512839621335,0.8225013653741126,1,200,0.0001,1.0,False
baseline,0.7781438769906645,0.45025735473253126,0.7955465587044535,1,200,0.0001,5.0,True
baseline,0.8193300384404174,0.38607080410889777,0.8235924932975871,1,200,0.0001,5.0,False
baseline,0.7819879187259747,0.4475384333970323,0.773531089560753,1,200,5e-05,0.25,True
baseline,0.7984623833058759,0.42485775491289224,0.783480825958702,1,200,5e-05,0.25,False
baseline,0.7819879187259747,0.44281696597342307,0.776840921866217,1,200,5e-05,1.0,True
baseline,0.8045030203185063,0.4152895797418409,0.7920560747663551,1,200,5e-05,1.0,False
baseline,0.7880285557386052,0.44365418451556393,0.7886089813800657,1,200,5e-05,5.0,True
baseline,0.814387699066447,0.40361465280491987,0.8088235294117647,1,200,5e-05,5.0,False
baseline,0.757276221856123,0.5218307800603267,0.775178026449644,1,300,0.001,0.25,True
baseline,0.7968149368478857,1.578671118376479,0.7789725209080047,1,300,0.001,0.25,False
baseline,0.741900054914882,0.5831144911813448,0.7682445759368837,1,300,0.001,1.0,True
baseline,0.7957166392092258,0.9701546333046944,0.7847222222222222,1,300,0.001,1.0,False
baseline,0.7451949478308622,0.5333755889284552,0.7673019057171514,1,300,0.001,5.0,True
baseline,0.7775947281713345,0.9592678372117597,0.7537993920972644,1,300,0.001,5.0,False
baseline,0.7924217462932455,0.44214639655186017,0.7920792079207921,1,300,0.0001,0.25,True
baseline,0.8083470620538166,0.45145649873313504,0.7908927501497903,1,300,0.0001,0.25,False
baseline,0.7918725974739155,0.44289377416836434,0.7932351336606656,1,300,0.0001,1.0,True
baseline,0.8132894014277869,0.4297858154557682,0.7983392645314353,1,300,0.0001,1.0,False
baseline,0.7869302580999451,0.44762108880435286,0.7879781420765027,1,300,0.0001,5.0,True
baseline,0.8154859967051071,0.4116828468787284,0.8032786885245902,1,300,0.0001,5.0,False
baseline,0.7732015376166941,0.45365959533553146,0.7563421828908554,1,300,5e-05,0.25,True
baseline,0.7880285557386052,0.4384495106652044,0.7657766990291263,1,300,5e-05,0.25,False
baseline,0.7808896210873146,0.45041426183233413,0.7668030391583869,1,300,5e-05,1.0,True
baseline,0.7940691927512356,0.4327323402695967,0.7739602169981917,1,300,5e-05,1.0,False
baseline,0.785831960461285,0.45010292881926883,0.7708578143360753,1,300,5e-05,5.0,True
baseline,0.7946183415705657,0.42495674192741767,0.7733333333333333,1,300,5e-05,5.0,False
baseline,0.7364085667215815,0.5192302448090979,0.7408207343412527,1,400,0.001,0.25,True
baseline,0.8083470620538166,1.1078090524359236,0.814262905800958,1,400,0.001,0.25,False
baseline,0.7353102690829215,0.5941630580934569,0.7460484720758693,1,400,0.001,1.0,True
baseline,0.8121911037891268,0.8689617718529531,0.8036739380022963,1,400,0.001,1.0,False
baseline,0.728171334431631,0.5717982609215705,0.729064039408867,1,400,0.001,5.0,True
baseline,0.8066996155958265,0.9721187620225809,0.802247191011236,1,400,0.001,5.0,False
baseline,0.7896760021965953,0.4444551103426689,0.7950775815944355,1,400,0.0001,0.25,True
baseline,0.7907742998352554,0.4754386851579393,0.7666870789957134,1,400,0.0001,0.25,False
baseline,0.786381109280615,0.44564569899827683,0.7925333333333333,1,400,0.0001,1.0,True
baseline,0.7874794069192751,0.4761940907607165,0.7597765363128491,1,400,0.0001,1.0,False
baseline,0.786381109280615,0.4471934171969389,0.7880108991825613,1,400,0.0001,5.0,True
baseline,0.7935200439319056,0.4544443501541079,0.7652933832709113,1,400,0.0001,5.0,False
baseline,0.7874794069192751,0.4415290703948941,0.7872457394172623,1,400,5e-05,0.25,True
baseline,0.7979132344865458,0.4221974647614669,0.786046511627907,1,400,5e-05,0.25,False
baseline,0.7891268533772653,0.4412677305894262,0.7892425905598244,1,400,5e-05,1.0,True
baseline,0.7946183415705657,0.42196521955096805,0.778698224852071,1,400,5e-05,1.0,False
baseline,0.7880285557386052,0.44350162125563375,0.7876787678767877,1,400,5e-05,5.0,True
baseline,0.7968149368478857,0.4137259713900345,0.7808056872037915,1,400,5e-05,5.0,False
baseline,0.6556836902800659,0.6177043109592142,0.7335316617084573,20,200,0.001,0.25,True
baseline,0.7331136738056013,0.521530883708935,0.7598814229249012,20,200,0.001,0.25,False
baseline,0.656781987918726,0.6065634826033538,0.7343816404589886,20,200,0.001,1.0,True
baseline,0.7408017572762219,0.5075487917854785,0.7475935828877005,20,200,0.001,1.0,False
baseline,0.6128500823723229,0.6306702817193366,0.7146904087414002,20,200,0.001,5.0,True
baseline,0.7380560131795717,0.5057285208089348,0.7377680043980209,20,200,0.001,5.0,False
baseline,0.71444261394838,0.5581438245516698,0.726027397260274,20,200,0.0001,0.25,True
baseline,0.7380560131795717,0.5324121357025123,0.7651403249630724,20,200,0.0001,0.25,False
baseline,0.7122460186710599,0.5594781619189271,0.7282157676348547,20,200,0.0001,1.0,True
baseline,0.7386051619989017,0.5304173473340348,0.7666666666666667,20,200,0.0001,1.0,False
baseline,0.7034596375617792,0.5714202590986375,0.7388781431334622,20,200,0.0001,5.0,True
baseline,0.7342119714442614,0.5166724030294633,0.7444561774023232,20,200,0.0001,5.0,False
baseline,0.6996155958264689,0.5880078033782963,0.7202046035805627,20,200,5e-05,0.25,True
baseline,0.7204832509610104,0.5538934994568738,0.7401735579377233,20,200,5e-05,0.25,False
baseline,0.6930258099945085,0.5941441058130594,0.7269174401563263,20,200,5e-05,1.0,True
baseline,0.7243272926963207,0.5517716940322596,0.748496993987976,20,200,5e-05,1.0,False
baseline,0.6842394288852279,0.6031062072414018,0.7182753552180304,20,200,5e-05,5.0,True
baseline,0.7254255903349808,0.5578280149384687,0.7504990019960079,20,200,5e-05,5.0,False
baseline,0.6271279516749039,0.6353784812013897,0.4666142969363708,20,300,0.001,0.25,True
baseline,0.742449203734212,0.5028272359532225,0.7540639748295752,20,300,0.001,0.25,False
baseline,0.6798462383305875,0.6034889012362392,0.6009582477754962,20,300,0.001,1.0,True
baseline,0.742998352553542,0.5013335007746622,0.7539432176656151,20,300,0.001,1.0,False
baseline,0.6512904997254256,0.6140272353521616,0.5428365730741541,20,300,0.001,5.0,True
baseline,0.7479406919275123,0.5060114844496076,0.7680646791308742,20,300,0.001,5.0,False
baseline,0.7171883580450302,0.5555220415211195,0.7137298499166204,20,300,0.0001,0.25,True
baseline,0.7347611202635914,0.516999778644126,0.7306190741773564,20,300,0.0001,0.25,False
baseline,0.7199341021416804,0.5545949150349399,0.723726977248104,20,300,0.0001,1.0,True
baseline,0.7347611202635914,0.5118953802636663,0.7367847411444142,20,300,0.0001,1.0,False
baseline,0.7166392092257001,0.562155657322573,0.7234726688102894,20,300,0.0001,5.0,True
baseline,0.7347611202635914,0.5144519635048102,0.7475169890224778,20,300,0.0001,5.0,False
baseline,0.7045579352004393,0.5764643396079573,0.6980920314253648,20,300,5e-05,0.25,True
baseline,0.7243272926963207,0.5441314599659337,0.7170236753100339,20,300,5e-05,0.25,False
baseline,0.7040087863811093,0.5780820513347686,0.6990508096035735,20,300,5e-05,1.0,True
baseline,0.7265238879736409,0.5395579943939725,0.7214765100671141,20,300,5e-05,1.0,False
baseline,0.6760021965952773,0.5928684745366465,0.6349009900990099,20,300,5e-05,5.0,True
baseline,0.728171334431631,0.5449504325967252,0.723309111235327,20,300,5e-05,5.0,False
baseline,0.6760021965952773,0.5840870160803829,0.7389380530973452,20,400,0.001,0.25,True
baseline,0.7479406919275123,0.5096751023032782,0.7635239567233385,20,400,0.001,0.25,False
baseline,0.7034596375617792,0.5682337067076166,0.7426120114394662,20,400,0.001,1.0,True
baseline,0.7391543108182317,0.5053560739032257,0.7545219638242894,20,400,0.001,1.0,False
baseline,0.6721581548599671,0.585782809515434,0.7371202113606341,20,400,0.001,5.0,True
baseline,0.7446457990115322,0.5009735542984208,0.7619047619047619,20,400,0.001,5.0,False
baseline,0.7122460186710599,0.5567723053749416,0.7403369672943508,20,400,0.0001,0.25,True
baseline,0.7331136738056013,0.5176734851979083,0.7378640776699029,20,400,0.0001,0.25,False
baseline,0.7029104887424492,0.5643526774589207,0.7425035697287006,20,400,0.0001,1.0,True
baseline,0.7303679297089511,0.5141670483930108,0.7353099730458221,20,400,0.0001,1.0,False
baseline,0.7166392092257001,0.5620186079798787,0.7445544554455445,20,400,0.0001,5.0,True
baseline,0.7320153761669412,0.513752875846536,0.7434279705573081,20,400,0.0001,5.0,False
baseline,0.7056562328390994,0.5687338718996148,0.7309236947791165,20,400,5e-05,0.25,True
baseline,0.7380560131795717,0.5377048472988939,0.7550077041602465,20,400,5e-05,0.25,False
baseline,0.7018121911037891,0.5709285256890135,0.7365356622998545,20,400,5e-05,1.0,True
baseline,0.7380560131795717,0.5335656405640853,0.7555099948744234,20,400,5e-05,1.0,False
baseline,0.7056562328390994,0.573896886358413,0.7295660948536832,20,400,5e-05,5.0,True
baseline,0.7408017572762219,0.5334113554794797,0.7502645502645503,20,400,5e-05,5.0,False
baseline,0.6534870950027457,0.6229662705358079,0.6135946111451317,50,200,0.001,0.25,True
baseline,0.6754530477759473,0.5880438497863845,0.6533724340175953,50,200,0.001,0.25,False
baseline,0.6221856123009335,0.6429479200063598,0.5168539325842697,50,200,0.001,1.0,True
baseline,0.6990664470071389,0.5853052815848953,0.7124868835257083,50,200,0.001,1.0,False
baseline,0.656781987918726,0.6295702294423513,0.6537396121883656,50,200,0.001,5.0,True
baseline,0.6985172981878089,0.5856073408713385,0.7225871652349671,50,200,0.001,5.0,False
baseline,0.6117517847336629,0.648126902814621,0.5031623330990864,50,200,0.0001,0.25,True
baseline,0.6622734761120264,0.6089907400821474,0.605009633911368,50,200,0.0001,0.25,False
baseline,0.6095551894563427,0.6489819612298805,0.49177984274481773,50,200,0.0001,1.0,True
baseline,0.6606260296540363,0.6016802490575833,0.602827763496144,50,200,0.0001,1.0,False
baseline,0.6501922020867655,0.6372598154344512,0.6609898882384246,50,200,0.0001,5.0,True
baseline,0.6743547501372872,0.5921567595967351,0.6546301688992429,50,200,0.0001,5.0,False
baseline,0.6501922020867655,0.643300731420386,0.6690909090909091,50,200,5e-05,0.25,True
baseline,0.6644700713893466,0.6205035825144911,0.6648381788261108,50,200,5e-05,0.25,False
baseline,0.6381109280615047,0.6505609072544364,0.6587260486794407,50,200,5e-05,1.0,True
baseline,0.6562328390993959,0.6233136016938924,0.6402298850574712,50,200,5e-05,1.0,False
baseline,0.6183415705656233,0.6569403955270012,0.6783896344285053,50,200,5e-05,5.0,True
baseline,0.6683141131246568,0.6284392829912826,0.7018756169792695,50,200,5e-05,5.0,False
baseline,0.5705656232839099,0.6858776038259938,0.3723916532905297,50,300,0.001,0.25,True
baseline,0.6705107084019769,0.597001072438715,0.6226415094339622,50,300,0.001,0.25,False
baseline,0.6166941241076331,0.6395345775391098,0.5542784163473818,50,300,0.001,1.0,True
baseline,0.685337726523888,0.5831295767699801,0.6554419723391461,50,300,0.001,1.0,False
baseline,0.6359143327841845,0.6407529571958455,0.6165413533834586,50,300,0.001,5.0,True
baseline,0.685337726523888,0.5818419193318098,0.6558558558558558,50,300,0.001,5.0,False
baseline,0.629873695771554,0.635872616406524,0.575031525851198,50,300,0.0001,0.25,True
baseline,0.6408566721581549,0.6406550049323554,0.542016806722689,50,300,0.0001,0.25,False
baseline,0.6194398682042833,0.6402722655384833,0.5395348837209303,50,300,0.0001,1.0,True
baseline,0.656781987918726,0.6066340145535812,0.5980707395498392,50,300,0.0001,1.0,False
baseline,0.6359143327841845,0.6377932521290075,0.6102292768959435,50,300,0.0001,5.0,True
baseline,0.6792970895112576,0.5954364592200253,0.6693091732729332,50,300,0.0001,5.0,False
baseline,0.6221856123009335,0.6456726718446437,0.5645569620253165,50,300,5e-05,0.25,True
baseline,0.6496430532674354,0.6207850768237504,0.617505995203837,50,300,5e-05,0.25,False
baseline,0.6095551894563427,0.6498046627023729,0.54510556621881,50,300,5e-05,1.0,True
baseline,0.642504118616145,0.6216620176392292,0.603290676416819,50,300,5e-05,1.0,False
baseline,0.6210873146622735,0.6484696155128604,0.5878136200716846,50,300,5e-05,5.0,True
baseline,0.6650192202086765,0.6203199956915917,0.6599777034559643,50,300,5e-05,5.0,False
